ticker,wiki_name,sec_name,yf_name,overlap,exchange,currency,quote_type,first_price,member_start,member_end,level,n_levels,flag,reason
QRVO,Qorvo,"QORVO, INC.|ROCKY HOLDING, INC.","Qorvo, Inc.",1.0,NMS,USD,EQUITY,2015-01-02,2015-06-11,2024-12-22,,,false,""
QTRN,Quintiles Transnational,"IQVIA HOLDINGS INC.|QUINTILES IMS HOLDINGS, INC.|QUINTILES TRANSNATIONAL HOLDINGS INC.",,,YHD,,MUTUALFUND,,1900-01-01,2003-09-24,,,false,""
R,Ryder System,RYDER SYSTEM INC,"Ryder System, Inc.",1.0,NYQ,USD,EQUITY,2008-01-02,1900-01-01,2017-06-18,1.0159185446264134,6,false,""
RAD,Rite Aid,RITE AID CORP,,,,,,,1900-01-01,2000-07-26,,,false,no_info
RAI,Reynolds American,REYNOLDS AMERICAN INC,,,,,,,1900-01-01,2017-07-25,,,false,no_info
RDC,Rowan Companies,ROWAN COMPANIES INC|ROWAN COMPANIES PLC,,,,,NONE,,1900-01-01,2014-08-17,,,false,""
RHI,Robert Half,HALF ROBERT INTERNATIONAL INC /DE/|ROBERT HALF INC.|ROBERT HALF INTERNATIONAL INC.,Robert Half Inc.,1.0,NYQ,USD,EQUITY,2008-01-02,1900-01-01,2024-06-23,1.0316779548540236,14,false,""
RHT,Red Hat,RED HAT INC,,,,,,,1900-01-01,2019-07-14,,,false,no_info
RIG,Transocean,TRANSOCEAN LTD.,Transocean Ltd.,1.0,NYQ,USD,EQUITY,2008-01-02,2013-10-29,2017-07-25,1.0033265636992232,4,false,""
RRC,Range Resources,RANGE RESOURCES CORP,Range Resources Corporation,1.0,NYQ,USD,EQUITY,2008-01-02,2007-12-20,2018-06-17,1.0273496150068637,9,false,""
RRD,RR Donnelley,RR DONNELLEY & SONS CO,,,,,NONE,,1900-01-01,2012-12-10,,,false,""
RSH,RadioShack,RADIOSHACK CORP,1664541,,YHD,,MUTUALFUND,2008-01-02,1900-01-01,2011-06-29,2.139550735067307,1,false,""
RTN,Raytheon Company,RAYTHEON CO/,,,,,NONE,,1900-01-01,2020-04-05,,,false,""
RX,IMS Health,"IMS HEALTH HOLDINGS, INC.",771894,,YHD,,MUTUALFUND,2008-11-26,1900-01-01,2010-02-25,,,false,""
S,Sprint Nextel,SPRINT CORP|SPRINT NEXTEL CORP,"SentinelOne, Inc.",0.0,NYQ,USD,EQUITY,,1900-01-01,2013-07-07,,,true,name overlap 0.00
SAI,SAIC,"LEIDOS HOLDINGS, INC.|SAIC, INC.",,,,,NONE,,2009-12-18,2013-09-19,,,false,""
SBL,Symbol Technologies,,2092407,,YHD,,MUTUALFUND,,2000-12-05,2007-01-09,,,false,""
SBNY,Signature Bank,,Signature Bank,1.0,PNK,USD,EQUITY,,2021-12-20,2023-03-14,,,false,""
SCG,SCANA,SCANA CORP,,,,,,2015-07-16,1900-01-01,2019-01-01,1.0036023059862778,3,false,no_info
SE,Spectra Energy,SPECTRA ENERGY CORP.,Sea Limited,0.0,NYQ,USD,EQUITY,,1900-01-01,2017-02-27,,,true,name overlap 0.00
SEDG,SolarEdge,"SOLAREDGE TECHNOLOGIES INC|SOLAREDGE TECHNOLOGIES, INC.","SolarEdge Technologies, Inc.",1.0,NMS,USD,EQUITY,2015-03-26,2021-12-20,2023-12-17,1.0077403777746339,1,false,""
SEE,Sealed Air,SEALED AIR CORP/DE,,,,,,,1900-01-01,2023-12-17,,,false,no_info
SGP,Schering-Plough,"MERCK & CO. INC.|MERCK & CO., INC.|SCHERING PLOUGH CORP","SpyGlass Pharma, Inc.",0.0,NMS,USD,EQUITY,,1900-01-01,2009-11-02,,,true,name overlap 0.00
SHLD,Sears Holdings,SEARS HOLDINGS CORP,Global X Defense Tech ETF,0.0,PCX,USD,ETF,,1900-01-01,2012-09-04,,,true,name overlap 0.00; quote type ETF
SIAL,Sigma-Aldrich,SIGMA ALDRICH CORP,435206,,YHD,,MUTUALFUND,,1900-01-01,2015-11-18,,,false,""
SIG,Signet Jewelers,SIGNET JEWELERS LTD,Signet Jewelers Limited,1.0,NYQ,USD,EQUITY,2008-01-02,2015-07-29,2018-03-18,1.001137845586019,3,false,""
SII,Smith International,SMITH INTERNATIONAL INC,Sprott Inc.,0.0,NYQ,USD,EQUITY,2010-02-22,1900-01-01,2010-08-25,,,true,name overlap 0.00; first price 2010-02-22 is over 24 months after membership start 2008-01-01
SIVB,SVB Financial Group,SVB FINANCIAL GROUP,,,,,NONE,,2018-03-19,2023-03-14,,,false,""
SLE,Sara Lee Corporation,HILLSHIRE BRANDS CO|SARA LEE CORP,"Super League Enterprise, Inc.",0.0,NCM,USD,EQUITY,,1900-01-01,2012-06-28,,,true,name overlap 0.00
SLG,SL Green Realty,SL GREEN REALTY CORP,SL Green Realty Corp.,1.0,NYQ,USD,EQUITY,2008-01-02,2015-03-23,2021-03-21,1.0771654629279759,6,false,""
SLM,SLM Corporation,SLM CORP,SLM Corporation,1.0,NMS,USD,EQUITY,2008-01-02,1900-01-01,2014-04-30,1.0071997906180665,5,false,""
SLR,Solectron,,5156653,,YHD,,MUTUALFUND,,1900-01-01,2007-10-01,,,false,""
