ticker,cik,fy,float_date,month,close,shares,shares_source,cap,public_float,ratio,flag,reason
M,794367,2018,2018-08-04,2018-07-31,39.72999954223633,306370666.0,cover,12172106419.934639,11956587132.0,1.0180251509528027,"",""
M,794367,2019,2019-08-03,2019-07-31,22.729999542236328,308871513.0,cover,7020649349.099842,6576798072.0,1.0674874417977784,"",""
M,794367,2020,2020-08-01,2020-07-31,6.059999942779541,310235066.0,cover,1880024482.2082071,1880068605.0,0.9999765312863182,"",""
M,794367,2021,2021-07-30,2021-06-30,18.959999084472656,311868429.0,cover,5913025128.315926,5312997998.0,1.1129356966710315,"",""
M,794367,2022,2022-07-29,2022-06-30,18.31999969482422,269732810.0,cover,4941504996.884079,4782994256.0,1.0331404832203668,"",""
M,794367,2023,2023-07-28,2023-06-30,16.049999237060547,272529787.0,cover,4374102873.426273,4452028613.0,0.9824965771005644,"",""
M,794367,2024,2024-08-02,2024-07-31,17.280000686645508,276411486.0,cover,4776390667.876705,4418558517.0,1.0809839112687947,"",""
M,794367,2025,2025-08-01,2025-07-31,12.630000114440918,271539526.0,cover,3429544244.4552326,3307905601.0,1.036772102389639,"",""
MA,1141391,2009,2009-06-30,2009-06-30,16.731000900268555,,,,19500000000.0,,"",""
MA,1141391,2010,2010-06-30,2010-06-30,19.952999114990234,1104415420.0,cover,22036399897.841568,23700000000.0,0.9298059028625134,"",""
MA,1141391,2011,2011-06-30,2011-06-30,30.134000778198242,1225301930.0000002,cover,36923249312.14781,36300000000.0,1.0171694025385072,"",""
MA,1141391,2012,2012-06-29,2012-05-31,40.6510009765625,1270000000.0,weighted_average,51626771240.234375,51500000000.0,1.0024615774802792,"",""
MA,1141391,2013,2013-06-28,2013-05-31,57.025001525878906,1230000000.0,weighted_average,70140751876.83105,66700000000.0,1.051585485409761,"",""
MA,1141391,2014,2014-06-30,2014-06-30,73.47000122070312,1189000000.0,weighted_average,87355831451.41602,81900000000.0,1.0666157686375581,"",""
MA,1141391,2015,2015-06-30,2015-06-30,93.4800033569336,1152000000.0,weighted_average,107688963867.1875,103700000000.0,1.0384663825186837,"",""
MA,1141391,2016,2016-06-30,2016-06-30,88.05999755859375,1112000000.0,weighted_average,97922717285.15625,94800000000.0,1.0329400557505934,"",""
MA,1141391,2017,2017-06-30,2017-06-30,121.44999694824219,1082000000.0,weighted_average,131408896697.99805,113800000000.0,1.1547354718629002,"",""
MA,1141391,2018,2018-06-29,2018-05-31,190.1199951171875,1057000000.0,weighted_average,200956834838.8672,179500000000.0,1.119536684339093,"",""
MA,1141391,2019,2019-06-28,2019-05-31,251.49000549316406,1032000000.0,weighted_average,259537685668.9453,235900000000.0,1.1002021435733162,"",""
MA,1141391,2020,2020-06-30,2020-06-30,295.70001220703125,1010000000.0,weighted_average,298657012329.10156,261300000000.0,1.1429659867168065,"",""
MA,1141391,2021,2021-06-30,2021-06-30,365.0899963378906,998000000.0,weighted_average,364359816345.21484,317900000000.0,1.1461460092645952,"",""
MA,1141391,2022,2022-06-30,2022-06-30,315.4800109863281,981000000.0,weighted_average,309485890777.5879,270100000000.0,1.1458196622643018,"",""
MA,1141391,2023,2023-06-30,2023-06-30,393.29998779296875,956000000.0,weighted_average,375994788330.0781,328800000000.0,1.143536460857902,"",""
MA,1141391,2024,2024-06-28,2024-05-31,447.07000732421875,935000000.0,weighted_average,418010456848.14453,364400000000.0,1.1471198047424382,"",""
MA,1141391,2025,2025-06-30,2025-06-30,561.9400024414062,914000000.0,weighted_average,513613162231.4453,505000000000.0,1.0170557667949411,"",""
MAA,912595,2010,2010-06-30,2010-06-30,51.470001220703125,,,,1644134364.0,,"",""
MAA,912595,2011,2011-06-30,2011-06-30,67.47000122070312,36697716.0,cover,2475994943.3170166,2480831418.0,0.9980504621765544,"",""
MAA,912595,2012,2012-06-30,2012-06-30,68.23999786376953,40937133.0,cover,2793549868.468849,2784477789.0,1.0032580900823445,"",""
MAA,912595,2013,2013-06-30,2013-06-30,67.7699966430664,42723167.0,cover,2895348884.1711655,2896227801.18,0.9996965304288301,"",""
MAA,912595,2014,2014-06-30,2014-06-30,73.05000305175781,75009303.0,balance_sheet,5479429813.060226,3808853427.0,1.4386034847699658,"",""
MAA,912595,2015,2015-06-30,2015-06-30,72.80999755859375,75346684.0,cover,5485991878.088135,3628262095.0,1.51201642396458,"",""
MAA,912595,2016,2016-06-30,2016-06-30,106.4000015258789,75509754.0,cover,8034237940.818741,6027833767.0,1.3328565868559628,"",""
MAA,912595,2017,2017-06-30,2017-06-30,105.37999725341797,113575534.0,cover,11968589460.97548,8307075788.0,1.440770466818748,"",""
MAA,912595,2018,2018-06-29,2018-05-31,93.55999755859375,113791411.0,cover,10646324135.348938,8078415417.0,1.3178728235422383,"",""
MAA,912595,2019,2019-12-31,2019-12-31,131.86000061035156,114065859.0,cover,15040724237.360275,9200000000.0,1.634861330147856,"",""
MAA,912595,2020,2020-06-30,2020-06-30,114.66999816894531,114351140.0,cover,13112645014.41681,9100000000.0,1.4409500015842647,"",""
MAA,912595,2021,2021-06-30,2021-06-30,168.4199981689453,114486784.0,cover,19281863951.648438,13800000000.0,1.397236518235394,"",""
MAA,912595,2022,2022-06-30,2022-06-30,174.6699981689453,115427606.0,cover,20161739728.66574,14000000000.0,1.4401242663332672,"",""
MAA,912595,2023,2023-06-30,2023-06-30,151.86000061035156,116659693.0,cover,17715941050.183426,10700000000.0,1.6556954252507874,"",""
MAA,912595,2024,2024-06-28,2024-05-31,133.7100067138672,116826006.0,cover,15620806046.614288,11000000000.0,1.4200732769649353,"",""
